Hour,VMT (Veh-Miles),VHT (Veh-Hours),Q (VMT/VHT),# Lane Points,% Observed
6/26/2023 7:00,"22,680,627.10","402,482.60",56.35182018,431923,51
6/26/2023 8:00,"22,404,813.30","401,392.50",55.81771782,431923,51.1
6/26/2023 9:00,"21,295,204.90","371,128.80",57.37955368,431928,51.1
6/26/2023 10:00,"21,356,397.50","365,436.90",58.44072533,431928,51.1
6/26/2023 11:00,"22,087,142.00","376,672.10",58.63758425,431910,51.1
6/26/2023 12:00,"22,922,242.00","389,945.40",58.78320914,431892,51.1
6/26/2023 13:00,"23,621,143.80","404,682.20",58.36961398,431910,51.1
6/26/2023 14:00,"24,831,919.80","438,559.10",56.62160425,431874,51.1
6/26/2023 15:00,"25,245,488.30","470,783.90",53.6243663,431862,51
6/26/2023 16:00,"25,142,691.50","482,337.00",52.12681486,431857,51.1
6/26/2023 17:00,"24,762,029.50","472,389.60",52.4186593,431862,48.1
6/26/2023 18:00,"21,355,680.20","366,746.80",58.23003827,431862,39.4
6/26/2023 19:00,"17,597,652.70","274,609.40",64.08248479,431856,39.4
6/26/2023 20:00,"14,856,142.40","229,363.30",64.77122713,431856,39.2
6/26/2023 21:00,"12,761,385.80","193,829.20",65.83830403,431856,39.2
6/26/2023 22:00,"9,878,887.90","149,205.50",66.20994467,431604,39.2
6/26/2023 23:00,"6,865,996.50","104,005.70",66.01557895,431604,39.2
6/27/2023 0:00,"4,742,147.80","71,454.00",66.36644275,432098,39.5
6/27/2023 1:00,"3,591,708.60","54,545.20",65.84829829,431868,39.6
6/27/2023 2:00,"3,406,979.20","51,826.80",65.73778817,432120,39.6
6/27/2023 3:00,"4,402,551.60","66,452.90",66.25070689,432120,39.4
6/27/2023 4:00,"8,281,842.20","123,624.00",66.9921876,431880,39.4
6/27/2023 5:00,"15,300,029.20","228,797.50",66.87148767,432120,39.4
6/27/2023 6:00,"20,468,071.70","345,087.00",59.31278692,432126,39.4
6/27/2023 7:00,"23,637,777.10","430,243.00",54.94052687,432120,39.7
6/27/2023 8:00,"23,053,577.00","432,131.10",53.34857176,431868,39.8
6/27/2023 9:00,"21,664,863.50","389,777.00",55.58271396,432120,39.8
6/27/2023 10:00,"21,198,324.80","368,723.60",57.49109848,432120,49.1
6/27/2023 11:00,"21,574,324.30","369,808.60",58.33916329,432120,51.3
6/27/2023 12:00,"22,407,096.40","380,277.50",58.92301385,432120,51.4
6/27/2023 13:00,"23,222,895.60","396,587.80",58.55675742,432120,51.5
6/27/2023 14:00,"24,681,924.90","439,377.90",56.17470724,432120,51.3
6/27/2023 15:00,"25,065,109.60","484,462.50",51.73797683,432120,50.9
6/27/2023 16:00,"25,150,483.90","508,632.90",49.44722196,432120,50.8
6/27/2023 17:00,"24,885,878.00","508,275.70",48.96137667,432120,49.9
6/27/2023 18:00,"21,579,421.70","395,691.10",54.53603,432120,48.1
6/27/2023 19:00,"18,064,879.80","291,463.50",61.97990417,432120,48.2
6/27/2023 20:00,"15,285,021.60","237,511.50",64.35486955,432120,48.1
6/27/2023 21:00,"13,132,080.50","198,723.90",66.08203895,432120,48
6/27/2023 22:00,"10,300,445.00","154,482.30",66.67718567,432120,47.9
6/27/2023 23:00,"7,136,762.40","107,355.70",66.47772219,431664,45
6/28/2023 0:00,"4,908,452.90","73,909.20",66.41193383,431868,43
6/28/2023 1:00,"3,762,766.00","57,010.10",66.00174355,432120,47.8
6/28/2023 2:00,"3,537,861.20","53,811.60",65.74532629,432120,47.8
6/28/2023 3:00,"4,544,033.00","68,698.70",66.14438119,431868,47.7
6/28/2023 4:00,"8,369,895.10","125,143.00",66.88264705,431868,47.7
6/28/2023 5:00,"15,302,816.10","230,432.10",66.40922033,432120,47.6
6/28/2023 6:00,"20,400,912.90","344,474.20",59.22334067,432120,48.5
6/28/2023 7:00,"23,675,129.10","428,600.20",55.23825957,432120,50.9
6/28/2023 8:00,"23,308,812.10","429,253.20",54.30084645,432120,51
6/28/2023 9:00,"21,926,433.60","391,445.10",56.01407094,432120,51.2
6/28/2023 10:00,"21,658,467.60","373,891.10",57.92720822,432120,51.2
6/28/2023 11:00,"21,972,922.70","376,578.40",58.34886627,432115,51.2
6/28/2023 12:00,"22,742,614.60","392,603.20",57.9277362,432120,51.1
6/28/2023 13:00,"23,682,408.00","413,761.40",57.2368713,432120,51.2
6/28/2023 14:00,"25,063,184.60","455,713.20",54.99771479,432115,51.2
6/28/2023 15:00,"25,379,444.90","495,328.60",51.23759238,432120,51.2
6/28/2023 16:00,"25,356,362.10","520,256.40",48.73820312,431868,51.2
6/28/2023 17:00,"25,049,469.90","521,930.80",47.99385263,432120,51.2
6/28/2023 18:00,"22,211,297.30","418,184.20",53.11366929,432120,51.2
6/28/2023 19:00,"18,713,011.80","304,264.60",61.50242848,432120,51.1
6/28/2023 20:00,"16,138,508.50","250,047.70",64.54171944,432120,50.9
6/28/2023 21:00,"14,028,997.60","211,718.90",66.26237714,432120,50.9
6/28/2023 22:00,"10,895,392.00","163,780.10",66.52451671,432120,50.9
6/28/2023 23:00,"7,477,813.20","112,990.60",66.18084336,431664,48.4
6/29/2023 0:00,"5,114,356.50","77,096.70",66.33690547,432120,45.4
6/29/2023 1:00,"3,923,656.40","59,389.00",66.06705619,432120,51.8
6/29/2023 2:00,"3,674,397.40","55,867.80",65.76950229,432192,51.8
6/29/2023 3:00,"4,662,866.00","70,359.40",66.27211147,432192,51.7
6/29/2023 4:00,"8,479,197.50","126,594.30",66.97929923,432192,51.7
6/29/2023 5:00,"15,390,442.10","230,076.20",66.89280378,432192,51.6
6/29/2023 6:00,"20,478,053.10","343,243.20",59.66047718,432192,51.6
6/29/2023 7:00,"23,668,430.70","424,347.20",55.77609726,432192,51.7
6/29/2023 8:00,"23,446,809.20","429,357.60",54.60904663,432138,51.7
6/29/2023 9:00,"22,304,327.30","399,433.80",55.83985957,432120,51.9
6/29/2023 10:00,"22,224,973.40","388,376.70",57.22530059,432126,51.9
6/29/2023 11:00,"22,553,037.70","392,688.50",57.43238648,432132,51.8
6/29/2023 12:00,"23,485,125.90","409,858.50",57.30057056,432126,51.9
6/29/2023 13:00,"24,333,172.10","429,693.50",56.62913705,432120,51.9
6/29/2023 14:00,"25,488,874.40","471,319.90",54.07977554,432120,51.9
6/29/2023 15:00,"25,582,926.60","508,088.70",50.35130008,432115,51.8
6/29/2023 16:00,"25,584,620.20","535,352.00",47.79027668,432120,51.8
6/29/2023 17:00,"25,285,323.70","540,264.70",46.801732,432120,51.7
6/29/2023 18:00,"22,744,070.40","435,888.80",52.17860702,432120,51.7
6/29/2023 19:00,"19,637,852.60","323,929.20",60.62390362,432120,51.7
6/29/2023 20:00,"17,160,261.80","267,999.30",64.03099486,432120,51.6
6/29/2023 21:00,"15,092,717.30","228,321.70",66.10285969,432120,51.5
6/29/2023 22:00,"11,861,842.10","178,146.90",66.58461135,432120,51.5
6/29/2023 23:00,"8,320,050.50","125,029.90",66.54448656,431868,49
6/30/2023 0:00,"5,734,930.90","86,464.30",66.32715352,432132,51.7
6/30/2023 1:00,"4,302,818.30","65,148.50",66.04631419,432144,51.7
6/30/2023 2:00,"3,979,380.60","60,423.60",65.85805215,432144,51.7
6/30/2023 3:00,"4,792,591.30","72,418.40",66.17919341,432144,51.6
6/30/2023 4:00,"8,348,300.60","124,880.00",66.85058136,432144,51.5
6/30/2023 5:00,"14,694,284.90","219,625.50",66.90609651,432144,51.5
6/30/2023 6:00,"19,749,673.80","324,062.40",60.94404596,432144,51.6
6/30/2023 7:00,"22,944,378.90","392,879.00",58.40062437,432144,51.5
6/30/2023 8:00,"23,151,569.20","403,190.70",57.42089091,432144,51.7
6/30/2023 9:00,"22,789,225.60","394,169.30",57.81583091,432144,51.8
6/30/2023 10:00,"23,601,099.00","411,852.30",57.30476435,432144,51.8
6/30/2023 11:00,"24,564,313.70","437,700.20",56.12132163,432144,51.8
6/30/2023 12:00,"25,348,564.20","465,335.00",54.47379673,432139,51.7
6/30/2023 13:00,"25,719,360.60","491,520.80",52.32608793,432144,51.7
6/30/2023 14:00,"26,239,301.60","527,281.10",49.76340248,432144,51.6
6/30/2023 15:00,"25,974,046.50","545,260.60",47.63602303,432144,51.6
6/30/2023 16:00,"25,800,391.60","534,248.50",48.29286671,432144,51.6
6/30/2023 17:00,"25,612,194.90","509,968.00",50.22314126,432144,51.6
6/30/2023 18:00,"23,626,161.20","423,468.70",55.79198935,432144,51.7
6/30/2023 19:00,"21,339,129.10","344,326.40",61.97354923,432144,51.7
6/30/2023 20:00,"19,024,012.90","298,107.70",63.8159058,432144,51.5
6/30/2023 21:00,"17,188,536.10","262,834.80",65.39672867,432139,51.5
6/30/2023 22:00,"14,551,425.10","219,782.30",66.20835754,432144,51.5
6/30/2023 23:00,"10,791,131.40","162,669.60",66.33772629,431892,49.3
7/1/2023 0:00,"7,526,138.40","112,582.10",66.85022219,432144,51.5
7/1/2023 1:00,"5,465,697.80","82,083.60",66.586965,432144,51.6
7/1/2023 2:00,"4,604,933.10","69,198.40",66.54681467,432144,51.6
7/1/2023 3:00,"4,239,080.90","63,899.40",66.33991712,432144,51.6
7/1/2023 4:00,"5,234,260.00","78,643.50",66.5568038,432144,51.6
7/1/2023 5:00,"7,853,813.40","117,348.50",66.92725855,432144,51.5
7/1/2023 6:00,"11,807,322.80","178,507.20",66.14479864,432144,51.6
7/1/2023 7:00,"15,874,554.80","243,072.00",65.30803548,432144,51.7
7/1/2023 8:00,"19,709,043.80","306,570.20",64.28884412,432144,51.8
7/1/2023 9:00,"23,013,365.80","369,663.00",62.25498846,432144,51.8
7/1/2023 10:00,"24,683,480.50","418,081.60",59.03986327,432144,51.8
7/1/2023 11:00,"25,528,097.90","452,293.30",56.44146818,432139,51.7
7/1/2023 12:00,"25,545,733.30","464,054.70",55.04897009,432144,51.7
7/1/2023 13:00,"25,273,898.70","460,241.50",54.91442797,432144,51.7
7/1/2023 14:00,"25,012,498.00","453,931.20",55.10195818,432144,51.7
7/1/2023 15:00,"24,535,578.70","440,429.80",55.70826202,432134,51.7
7/1/2023 16:00,"23,922,927.90","418,470.60",57.1675236,432139,51.7
7/1/2023 17:00,"23,110,222.00","389,329.90",59.35897037,432144,51.7
7/1/2023 18:00,"21,663,121.30","347,872.20",62.27321787,432139,51.7
7/1/2023 19:00,"19,383,713.80","300,234.80",64.56184893,432129,51.5
7/1/2023 20:00,"17,771,847.80","275,536.30",64.49911609,432144,51.5
7/1/2023 21:00,"16,936,466.60","256,543.20",66.01799073,432144,51.4
7/1/2023 22:00,"15,337,545.00","230,126.00",66.64846649,432144,51.4
7/1/2023 23:00,"11,726,182.50","174,895.90",67.04664032,431688,50.2
7/2/2023 0:00,"7,990,442.50","118,855.40",67.22826645,432144,42.7
7/2/2023 1:00,"5,444,246.90","81,462.90",66.83099791,432144,51.5
7/2/2023 2:00,"4,279,031.90","64,215.00",66.63601806,432144,51.4
7/2/2023 3:00,"3,505,894.50","52,790.70",66.41121448,432144,51.4
7/2/2023 4:00,"3,686,940.60","55,473.90",66.46261756,432144,51.4
7/2/2023 5:00,"5,023,410.30","75,161.50",66.83488621,432144,51.3
7/2/2023 6:00,"7,472,323.30","111,649.00",66.9269165,432144,51.5
7/2/2023 7:00,"10,182,834.00","152,269.50",66.87376001,432144,51.6
7/2/2023 8:00,"13,802,628.40","208,019.00",66.35272932,432144,51.6
7/2/2023 9:00,"18,339,581.10","281,431.30",65.16539241,432139,51.6
7/2/2023 10:00,"21,739,561.10","342,833.00",63.41151844,432144,51.6
7/2/2023 11:00,"23,220,114.90","378,879.20",61.28632794,431935,51.7
7/2/2023 12:00,"24,380,617.60","404,352.70",60.29542427,432150,42.6
7/2/2023 13:00,"24,219,352.00","410,574.40",58.98894817,432144,51.3
7/2/2023 14:00,"23,758,109.10","402,066.90",59.08994026,432144,51.2
7/2/2023 15:00,"23,087,768.80","388,127.90",59.48495019,432144,51.2
7/2/2023 16:00,"22,371,939.90","370,684.30",60.35308185,432144,51.3
7/2/2023 17:00,"21,536,958.10","346,685.30",62.12250159,432144,51.3
7/2/2023 18:00,"20,198,989.70","318,986.60",63.32237686,432144,51.2
7/2/2023 19:00,"18,771,308.10","294,974.20",63.63711843,432144,51.2
7/2/2023 20:00,"17,524,559.40","276,777.70",63.3163705,432150,51
7/2/2023 21:00,"16,109,219.80","245,446.90",65.63219906,432144,51
7/2/2023 22:00,"12,983,259.90","196,302.60",66.1390114,432144,51
7/2/2023 23:00,"8,874,685.00","133,348.10",66.55276678,431700,51.1
7/3/2023 0:00,"5,663,403.70","84,311.00",67.17277342,432144,40.9
7/3/2023 1:00,"4,094,914.50","61,688.30",66.38073184,432156,51
7/3/2023 2:00,"3,555,239.70","54,191.40",65.6052381,432144,51
7/3/2023 3:00,"4,092,786.70","62,250.40",65.74715504,432198,47.7
7/3/2023 4:00,"6,949,304.50","103,814.70",66.93950375,432216,44.5
7/3/2023 5:00,"12,485,204.40","185,762.10",67.21071952,432216,44.4
7/3/2023 6:00,"17,042,113.80","271,977.10",62.66010558,432222,44.5
7/3/2023 7:00,"20,173,364.00","337,757.70",59.72732524,432211,44.5
7/3/2023 8:00,"20,446,464.70","346,218.90",59.05646601,432216,44.5
7/3/2023 9:00,"20,579,211.50","341,505.80",60.26021081,432192,47.3
7/3/2023 10:00,"21,525,288.70","355,312.40",60.58130451,432144,51
7/3/2023 11:00,"22,727,098.40","380,113.30",59.79032673,432144,51
7/3/2023 12:00,"23,634,625.50","398,344.30",59.33215437,432144,51
7/3/2023 13:00,"24,179,618.50","410,283.50",58.93392861,432144,51
7/3/2023 14:00,"24,882,582.10","427,760.30",58.16945168,432144,51
7/3/2023 15:00,"24,914,897.30","434,143.70",57.38859576,432144,51
7/3/2023 16:00,"24,562,467.20","424,995.90",57.79459802,432144,50.9
7/3/2023 17:00,"23,820,359.50","404,915.80",58.82793287,432139,51
7/3/2023 18:00,"20,819,534.50","334,403.10",62.25879634,431892,51
7/3/2023 19:00,"17,820,591.10","272,279.20",65.44969686,432144,51
7/3/2023 20:00,"15,519,279.30","236,333.80",65.66677851,432144,50.9
7/3/2023 21:00,"13,669,142.20","203,812.00",67.06740624,432144,50.8
7/3/2023 22:00,"11,719,808.60","172,935.80",67.7697076,432144,50.8
7/3/2023 23:00,"8,399,986.50","123,885.00",67.80471001,431892,50.9
7/4/2023 0:00,"5,623,879.40","83,091.70",67.68280586,432144,51
7/4/2023 1:00,"4,075,432.30","60,755.60",67.07912192,432144,51
7/4/2023 2:00,"3,452,871.20","51,825.80",66.62456151,432144,51
7/4/2023 3:00,"3,526,195.60","53,048.90",66.47066386,432144,51
7/4/2023 4:00,"5,020,940.90","74,846.10",67.08353408,432144,50.9
7/4/2023 5:00,"8,320,207.30","122,361.50",67.99693776,432144,50.9
7/4/2023 6:00,"11,262,760.30","176,156.30",63.93617657,432144,50.9
7/4/2023 7:00,"13,157,619.80","216,592.80",60.74818646,432144,51
7/4/2023 8:00,"14,519,742.50","239,980.20",60.50391866,432144,51.1
7/4/2023 9:00,"16,169,105.60","258,999.80",62.42902736,432144,51.1
7/4/2023 10:00,"18,016,331.20","284,177.50",63.39816206,432144,51.1
7/4/2023 11:00,"19,764,822.00","309,727.20",63.81364633,432144,51.1
7/4/2023 12:00,"20,842,311.30","326,641.90",63.80783145,432144,51.1
7/4/2023 13:00,"21,304,864.30","335,042.80",63.58848571,432144,51.1
7/4/2023 14:00,"21,440,177.90","341,467.70",62.78830443,432144,51.1
7/4/2023 15:00,"20,738,242.90","337,667.90",61.41609226,432144,51.1
7/4/2023 16:00,"19,732,949.60","328,429.10",60.08282944,432144,51
7/4/2023 17:00,"18,761,371.00","315,900.80",59.39007119,432150,51.1
7/4/2023 18:00,"17,259,071.80","277,844.10",62.11782723,432144,51.1
7/4/2023 19:00,"15,720,183.60","241,056.60",65.21366185,432144,51.1
7/4/2023 20:00,"14,340,465.00","217,348.70",65.97906958,432144,50.9
7/4/2023 21:00,"13,418,185.00","198,564.90",67.57581526,432144,50.7
7/4/2023 22:00,"14,657,435.10","221,077.30",66.30004573,432144,50.8
7/4/2023 23:00,"10,827,223.60","161,034.30",67.23551194,431892,50.9
7/5/2023 0:00,"6,398,156.50","93,909.00",68.13145172,432150,51
7/5/2023 1:00,"4,044,793.60","59,695.20",67.75743443,431898,51.1
7/5/2023 2:00,"3,483,243.30","52,082.00",66.87998349,431892,51
7/5/2023 3:00,"4,413,237.70","65,768.40",67.10270738,432144,51
7/5/2023 4:00,"8,172,735.00","120,354.40",67.9055772,432144,50.9
7/5/2023 5:00,"14,853,468.40","217,596.10",68.26164807,432144,50.8
7/5/2023 6:00,"19,932,603.30","322,692.60",61.76963246,432144,50.9
7/5/2023 7:00,"23,159,419.10","398,847.70",58.06582086,432144,51
7/5/2023 8:00,"22,948,460.70","400,148.10",57.34991794,431904,51.1
7/5/2023 9:00,"21,975,179.10","377,176.10",58.26238486,432144,51.1
7/5/2023 10:00,"22,158,311.50","375,524.40",59.00631623,432144,51.1
7/5/2023 11:00,"22,704,672.10","384,552.10",59.04186221,432144,51.1
7/5/2023 12:00,"23,572,388.30","400,967.90",58.78871675,432144,51.1
7/5/2023 13:00,"24,269,890.70","417,161.30",58.17867261,432144,51.1
7/5/2023 14:00,"25,465,714.00","452,857.20",56.23343076,432144,51.1
7/5/2023 15:00,"25,663,937.10","483,223.40",53.10988065,432144,51
7/5/2023 16:00,"25,626,317.20","500,917.70",51.15873765,432144,50.9
7/5/2023 17:00,"25,244,328.60","493,365.20",51.1676312,432144,50.9
7/5/2023 18:00,"21,983,698.50","383,553.10",57.31591923,432139,50.9
7/5/2023 19:00,"18,088,275.40","283,810.00",63.73374934,432144,50.8
7/5/2023 20:00,"15,577,320.70","238,376.70",65.34749705,432144,50.7
7/5/2023 21:00,"13,609,908.00","203,781.80",66.78667084,432144,50.7
7/5/2023 22:00,"10,576,457.30","157,436.90",67.1790241,432144,50.7
7/5/2023 23:00,"7,336,717.00","109,906.30",66.75428979,431688,50.7
7/6/2023 0:00,"5,041,008.50","75,704.70",66.58778781,431892,42.4
7/6/2023 1:00,"3,896,968.40","59,074.10",65.96746121,431892,51.1
7/6/2023 2:00,"3,607,943.00","55,091.80",65.48965545,432144,51.1
7/6/2023 3:00,"4,592,341.70","69,211.60",66.35219674,432144,51.1
7/6/2023 4:00,"8,370,777.70","124,508.70",67.23046422,432144,51
7/6/2023 5:00,"15,142,255.20","224,738.10",67.37733922,432144,51
7/6/2023 6:00,"20,235,327.50","336,186.00",60.19086904,432144,51
7/6/2023 7:00,"23,384,425.50","415,423.90",56.29051554,432144,51.1
7/6/2023 8:00,"23,158,264.40","417,468.70",55.47305558,432144,51.1
7/6/2023 9:00,"22,161,279.20","390,971.40",56.68260952,432144,51.2
7/6/2023 10:00,"22,138,499.30","384,177.40",57.62572004,432144,51.3
7/6/2023 11:00,"22,678,541.80","390,325.50",58.10161468,432144,51.3
7/6/2023 12:00,"23,399,064.30","404,106.20",57.90325489,432144,51.2
7/6/2023 13:00,"24,173,693.30","420,798.00",57.44726282,432144,51.4
7/6/2023 14:00,"25,366,722.90","459,221.30",55.23855906,432144,51.4
7/6/2023 15:00,"25,589,708.20","496,421.00",51.54839985,432144,51.3
7/6/2023 16:00,"25,463,973.80","515,657.80",49.3815352,432144,51.3
7/6/2023 17:00,"25,259,203.80","519,322.00",48.63880945,432144,51.3
7/6/2023 18:00,"22,519,224.20","412,244.40",54.62590686,432144,51.3
7/6/2023 19:00,"19,129,728.20","308,962.60",61.91599954,432144,51.3
7/6/2023 20:00,"16,582,625.80","257,396.50",64.42444167,432144,51.2
7/6/2023 21:00,"14,348,376.50","216,738.30",66.20138896,432144,51.1
7/6/2023 22:00,"11,252,774.30","169,507.30",66.3851899,432144,51.1
7/6/2023 23:00,"7,935,482.30","120,691.00",65.75040641,431892,51.1
7/7/2023 0:00,"5,472,724.30","82,935.00",65.98811479,432144,51.3
7/7/2023 1:00,"4,168,341.80","63,448.70",65.69625225,432150,51.3
7/7/2023 2:00,"3,839,301.80","58,373.40",65.77142671,432144,51.3
7/7/2023 3:00,"4,603,722.90","69,592.70",66.15238236,432144,51.3
7/7/2023 4:00,"8,090,992.40","121,023.50",66.8547216,432144,51.2
7/7/2023 5:00,"14,449,601.50","215,560.30",67.03275835,432144,51.2
7/7/2023 6:00,"19,471,783.70","314,229.10",61.96683789,432144,51.2
7/7/2023 7:00,"22,668,854.70","380,702.00",59.54487946,432144,51.3
7/7/2023 8:00,"22,714,350.80","385,123.50",58.9793944,432144,51.4
7/7/2023 9:00,"22,309,811.10","377,962.10",59.02658256,432144,51.4
7/7/2023 10:00,"22,965,429.70","393,808.60",58.31622189,432144,51.4
7/7/2023 11:00,"23,914,696.80","415,800.40",57.51484799,432144,51.4
7/7/2023 12:00,"24,782,208.20","438,749.90",56.48367829,432144,51.5
7/7/2023 13:00,"25,363,270.80","459,946.10",55.14400666,432144,51.4
7/7/2023 14:00,"26,144,027.50","497,094.60",52.59366628,432144,51.4
7/7/2023 15:00,"25,907,678.10","521,551.30",49.67426617,432144,51
7/7/2023 16:00,"25,751,255.20","519,629.00",49.55700163,432144,51.4
7/7/2023 17:00,"25,506,054.50","501,949.60",50.81397515,432144,51.4
7/7/2023 18:00,"23,356,413.80","413,063.50",56.54436618,431892,51.5
7/7/2023 19:00,"20,542,439.50","326,512.00",62.91480711,432144,51.4
7/7/2023 20:00,"17,999,597.80","277,348.80",64.89877656,432144,51.2
7/7/2023 21:00,"16,213,977.30","243,679.50",66.5381261,432144,51.2
7/7/2023 22:00,"13,757,306.60","205,796.40",66.84911204,432144,51.2
7/7/2023 23:00,"10,255,813.10","153,715.20",66.71957685,431892,51.2
7/8/2023 0:00,"7,035,629.70","105,802.90",66.49751283,432144,51.6
7/8/2023 1:00,"5,082,227.00","76,967.50",66.0308182,432144,51.6
7/8/2023 2:00,"4,287,769.70","64,969.00",65.99716326,432144,51.6
7/8/2023 3:00,"3,963,430.30","60,206.10",65.83104204,432144,51.6
7/8/2023 4:00,"4,933,422.40","74,692.40",66.04985782,432150,51.5
7/8/2023 5:00,"7,446,092.70","112,170.20",66.38209346,432139,51.4
7/8/2023 6:00,"11,096,491.20","168,944.80",65.6811645,432144,51.5
7/8/2023 7:00,"14,875,086.70","229,501.90",64.814656,432144,51.6
7/8/2023 8:00,"18,388,770.00","287,063.90",64.05810692,432144,51.6
7/8/2023 9:00,"21,574,115.60","343,699.70",62.77024856,432144,51.7
7/8/2023 10:00,"23,609,684.60","390,219.50",60.50360015,432144,51.7
7/8/2023 11:00,"24,681,599.20","424,440.70",58.15087761,432144,51.7
7/8/2023 12:00,"24,993,179.80","439,025.60",56.92875267,432144,51.7
7/8/2023 13:00,"25,052,890.30","439,300.90",57.02899835,432144,51.7
7/8/2023 14:00,"25,040,095.90","439,451.40",56.980353,432144,51.7
7/8/2023 15:00,"24,819,604.90","433,065.80",57.31139448,432144,51.7
7/8/2023 16:00,"24,277,758.20","416,785.70",58.24997883,432144,51.7
7/8/2023 17:00,"23,472,072.10","393,059.90",59.71627251,432144,51.7
7/8/2023 18:00,"21,774,961.50","350,267.10",62.16673362,432144,51.7
7/8/2023 19:00,"19,292,602.00","300,499.60",64.20175601,432144,51.7
7/8/2023 20:00,"17,461,938.90","270,263.30",64.61084024,432144,51.4
7/8/2023 21:00,"16,610,779.10","250,033.10",66.4343205,432144,51.4
7/8/2023 22:00,"15,109,186.20","226,214.10",66.79153156,432144,51.5
7/8/2023 23:00,"11,471,643.70","171,796.10",66.77476206,432144,51.5
7/9/2023 0:00,"7,820,904.30","116,863.40",66.92347048,432144,51.5
7/9/2023 1:00,"5,296,207.00","79,340.70",66.7527133,432144,51.6
7/9/2023 2:00,"4,126,585.90","62,130.90",66.41761024,432144,51.6
7/9/2023 3:00,"3,365,995.10","50,833.60",66.21594969,432144,51.6
7/9/2023 4:00,"3,553,525.90","53,634.90",66.25398574,432144,51.5
7/9/2023 5:00,"4,897,867.30","73,471.10",66.66386239,432144,51.5
7/9/2023 6:00,"7,253,933.20","108,406.20",66.91437575,432150,51.5
7/9/2023 7:00,"9,890,388.40","148,186.70",66.74275357,432144,51.6
7/9/2023 8:00,"13,404,442.30","202,140.50",66.31250195,432144,51.7
7/9/2023 9:00,"17,907,379.10","274,623.90",65.20692154,432144,51.7
7/9/2023 10:00,"21,450,058.70","336,973.00",63.65512578,432144,51.7
7/9/2023 11:00,"23,596,769.50","380,152.90",62.07178612,432144,51.7
7/9/2023 12:00,"24,599,168.80","406,663.90",60.49017088,432144,51.7
7/9/2023 13:00,"24,767,982.00","416,467.80",59.47154138,432144,51.7
7/9/2023 14:00,"24,626,581.30","415,255.20",59.30469095,432144,51.8
7/9/2023 15:00,"24,126,471.30","400,988.90",60.16742932,432144,51.7
7/9/2023 16:00,"23,672,199.70","388,011.70",61.00898427,432144,51.7
7/9/2023 17:00,"22,606,572.60","364,452.90",62.02879055,432144,51.7
7/9/2023 18:00,"21,029,952.70","333,815.40",62.99874931,432144,51.7
7/9/2023 19:00,"19,267,647.50","302,417.70",63.71203637,432144,51.6
7/9/2023 20:00,"17,775,211.80","280,371.60",63.39876007,432119,51.5
7/9/2023 21:00,"15,560,172.00","235,371.40",66.10901749,432099,51.4
7/9/2023 22:00,"12,055,596.40","180,623.90",66.74419277,431857,51.4
7/9/2023 23:00,"8,244,457.00","123,423.00",66.79838442,432124,51.5
7/10/2023 0:00,"5,403,560.00","81,382.90",66.39674919,432119,51.5
7/10/2023 1:00,"3,862,643.30","58,477.50",66.05349579,432094,51.5
7/10/2023 2:00,"3,463,116.40","52,647.00",65.77993808,431852,51.5
7/10/2023 3:00,"4,499,116.80","68,056.70",66.10835965,432115,51.4
7/10/2023 4:00,"8,391,394.70","126,466.00",66.35296997,432114,51.3
7/10/2023 5:00,"14,992,125.30","230,839.50",64.94610021,432136,51.3
7/10/2023 6:00,"19,880,226.30","333,034.90",59.69412305,432175,51.4
7/10/2023 7:00,"22,978,952.30","408,876.70",56.20019996,432207,51.5
7/10/2023 8:00,"22,586,364.60","406,423.20",55.57351204,432164,51.6
7/10/2023 9:00,"21,487,935.30","376,824.00",57.02379705,432153,51.6
7/10/2023 10:00,"21,426,596.40","370,050.80",57.90177024,432191,51.6
7/10/2023 11:00,"22,082,698.10","379,265.60",58.22489068,432179,51.7
7/10/2023 12:00,"22,835,528.90","393,185.90",58.07819889,432175,51.6
7/10/2023 13:00,"23,462,242.20","404,644.10",57.98241516,432194,51.6
7/10/2023 14:00,"24,829,283.30","438,400.20",56.63611308,432240,51.7
7/10/2023 15:00,"25,171,180.30","471,572.80",53.37708261,432216,51.6
7/10/2023 16:00,"25,089,035.50","483,295.40",51.91242354,432216,51.6
7/10/2023 17:00,"24,670,624.10","475,558.40",51.87717029,432216,51.6
7/10/2023 18:00,"21,321,309.60","368,647.70",57.83654584,432216,51.6
7/10/2023 19:00,"17,393,202.50","273,393.20",63.61973341,432216,51.6
7/10/2023 20:00,"14,726,129.60","228,420.60",64.46935872,432216,51.4
7/10/2023 21:00,"12,758,158.30","195,292.00",65.32862739,432216,51.4
7/10/2023 22:00,"10,021,009.10","153,552.20",65.26125383,432216,51.4
7/10/2023 23:00,"7,088,272.50","109,481.50",64.74402068,431964,51.4
7/11/2023 0:00,"4,920,482.50","75,557.00",65.12278809,432216,51.6
7/11/2023 1:00,"3,769,878.20","58,694.80",64.22848702,432216,51.6
7/11/2023 2:00,"3,534,407.90","55,111.00",64.13253071,432216,51.6
7/11/2023 3:00,"4,512,555.40","69,566.80",64.86650816,431954,51.5
7/11/2023 4:00,"8,236,524.10","126,856.70",64.9277815,432216,51.5
7/11/2023 5:00,"15,089,185.00","240,736.40",62.67928323,431964,51.4
